"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Anniversary Party, The",2001,115,-1,6.4,3057,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Another Day in Paradise",1998,101,-1,6.3,1872,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Antitrust",2001,108,3e+07,6,7326,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Antonia",1995,102,-1,7.4,2320,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"Antwone Fisher",2002,117,12500000,7.4,4472,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Antz",1998,83,6e+07,7,16312,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,1,1,0,0,0,0
"Any Given Sunday",1999,156,6.2e+07,6.4,19531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Anything Else",2003,108,1.8e+07,6.5,3678,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Anywhere But Here",1999,114,2.3e+07,5.9,4007,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Apocalypse Now",1979,202,31500000,8.5,64785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"Apocalypse, The",1997,96,-1,2.5,106,34.5,24.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,"R",0,0,0,0,0,0,0
"Apollo 13",1995,140,6.2e+07,7.5,41098,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Apostle, The",1997,134,5e+06,7.2,4231,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Appetite",1998,97,-1,4.4,52,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Apt Pupil",1998,112,1.4e+07,6.4,6728,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Aquanoids",2003,78,-1,2.2,46,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0
"Arachnid",2001,102,-1,3.6,444,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ararat",2002,115,-1,7.1,3594,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"R",0,0,0,1,0,0,0
"Are We There Yet?",2005,95,3.2e+07,3.5,1043,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Arena, The",2001,92,-1,2.8,119,24.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Arlington Road",1999,117,21500000,7.1,17189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Armageddon",1998,153,1.4e+08,5.7,45330,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Armstrong",1998,99,-1,3.2,75,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Army of Darkness",1993,96,1.1e+07,7.4,22118,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,1,0,0,0,0
"Around the Bend",2004,85,-1,6,388,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Around the Fire",1999,106,1200000,5.3,254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Around the World in 80 Days",2004,120,1.1e+08,5.7,3887,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",1,0,1,0,0,1,0
"Arranged Marriage",1996,88,-1,3.4,20,14.5,4.5,34.5,14.5,14.5,0,0,0,14.5,14.5,"R",0,0,0,1,0,0,0
"Arrival, The",1996,115,-1,6,4723,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Art Heist",2004,98,-1,3.8,59,14.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Art House",1998,93,-1,5.4,104,14.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"Art of Revenge",2003,88,-1,4.6,51,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Arte de morir, El",2000,102,-1,6,305,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Artificial Intelligence: AI",2001,146,9e+07,6.8,36623,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Artworks",2003,96,-1,6.1,68,4.5,0,4.5,4.5,4.5,24.5,14.5,4.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Aryan Couple, The",2004,120,-1,7.4,13,4.5,4.5,4.5,0,0,4.5,0,4.5,34.5,34.5,"PG-13",0,0,0,1,0,0,0
"As Good as It Gets",1997,139,5e+07,7.7,47441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"Ash Wednesday",2002,98,-1,5.5,625,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Asoka",2001,169,-1,6.5,555,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"R",1,0,0,1,0,1,0
"Assassination Tango",2002,114,-1,6.1,611,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Assassination of Richard Nixon, The",2004,95,-1,7.1,1624,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Assassins",1995,132,5e+07,5.7,7354,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Assault on Precinct 13",2005,109,2e+07,6.3,2960,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Associate, The",1996,114,-1,5.5,1341,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Astoria",2000,103,-1,4.7,17,14.5,4.5,0,14.5,14.5,0,0,14.5,0,24.5,"R",0,0,0,1,0,0,0
"Astronaut's Wife, The",1999,109,3.4e+07,4.8,7253,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Asunder",1998,101,-1,4.3,69,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Asylum Days",2001,100,-1,4.7,21,14.5,0,14.5,14.5,14.5,4.5,0,4.5,0,14.5,"R",0,0,0,0,0,0,0
"At First Sight",1999,128,4e+07,5.7,3441,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"At Sachem Farm",1998,106,-1,5.9,164,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Atanarjuat",2001,168,-1,7.3,1921,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Atlantis: The Lost Empire",2001,95,9e+07,6.4,6323,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,0,0,0,0,0
"Attack of the 60 Foot Centerfold",1995,84,-1,3.5,175,14.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Attic Expeditions, The",2001,100,1e+06,5.4,384,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Auberge espagnole, L'",2002,117,-1,7.3,4273,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Auggie Rose",2000,109,-1,6.3,367,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"August",1996,94,-1,5.2,154,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Aurora: Operation Intercept",1995,94,-1,2.7,80,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,0,4.5,"R",1,0,0,1,0,0,0
"Austin Powers in Goldmember",2002,94,6.3e+07,6.2,22870,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Austin Powers: International Man of Mystery",1997,94,1.7e+07,7,33755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0
"Austin Powers: The Spy Who Shagged Me",1999,95,3.3e+07,6.5,37019,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Auto Focus",2002,105,7e+06,6.7,3276,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Autumn in New York",2000,103,4e+07,4.7,3731,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Avalanche",1999,109,-1,3.7,126,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Avalon",2001,106,8e+06,6.8,2723,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,1,0,1,0,0,0
"Avengers, The",1998,89,6e+07,3.4,11499,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Avenging Angelo",2002,96,-1,4.6,877,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Aviator, The",2004,170,1.16e+08,7.5,16217,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Awakening of Gabriella, The",1999,93,-1,3.5,53,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Awfully Big Adventure, An",1995,112,4e+06,5.8,608,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
