"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Billy's Hollywood Screen Kiss",1998,92,-1,6.5,1129,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Bimbo Movie Bash",1997,90,-1,2.5,93,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Bin-jip",2004,95,-1,8,886,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,1,0
"Bio-Dome",1996,91,-1,3.7,4310,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Bird of Prey",1995,105,-1,4.3,42,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,0,24.5,"R",0,0,0,0,0,0,0
"Birdcage, The",1996,117,-1,6.5,12429,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Birth",2004,100,2e+07,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Birthday Girl",2001,93,1.3e+07,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Bizita Q",2001,84,-1,7.1,1327,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Black Cadillac",2003,93,-1,5.7,346,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Black Circle Boys",1997,101,-1,4,284,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Black Day Blue Night",1995,93,-1,5.8,166,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,1,0
"Black Dog",1998,89,-1,4.7,1374,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Black Friday",2000,95,-1,3.2,59,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0
"Black Hawk Down",2001,142,9e+07,7.6,32530,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Black Knight",2001,95,5e+07,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Black Magic, The",2002,91,-1,7.4,11,24.5,0,0,0,0,0,0,4.5,0,64.5,"R",0,0,0,0,0,0,0
"Black Out",1996,98,-1,4.5,70,14.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Black Point",2001,100,-1,5.1,127,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Black Rose of Harlem",1996,87,-1,3.8,23,4.5,4.5,14.5,14.5,4.5,4.5,14.5,0,4.5,24.5,"R",1,0,0,0,0,0,0
"Black Scorpion II: Aftershock",1997,85,-1,3.3,164,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Black Sheep",1996,87,-1,5.2,3634,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Black Thunder",1997,85,-1,3.5,96,14.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,0,4.5,"R",1,0,0,1,0,0,0
"Black and White",1999,98,1e+07,5.2,1699,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"BlackMale",2000,90,-1,4.4,129,14.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blackball",2003,96,-1,5.1,405,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Blackout, The",1997,98,-1,4.4,526,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blacktop",2000,100,3500000,4.7,192,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blackwater Trail",1996,97,-1,4.7,36,4.5,4.5,4.5,14.5,24.5,4.5,24.5,14.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Blackwoods",2002,90,-1,5,179,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Blade",1998,110,4.5e+07,6.8,24372,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Blade II",2002,108,5.5e+07,6.6,17139,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Blade: Trinity",2004,124,6.5e+07,5.7,7439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Blair Witch Project, The",1999,86,35000,6.1,39814,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Blast",1996,105,-1,4.4,156,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Blast",2000,88,-1,5.6,57,4.5,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,34.5,"R",0,0,1,1,0,0,0
"Blast from the Past",1999,112,3.5e+07,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Bleeders",1997,89,-1,3.8,486,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bless the Child",2000,107,4e+07,5,3814,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Blessed",2004,98,-1,4.6,187,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blessed Art Thou",2000,90,-1,6.5,26,0,0,4.5,4.5,14.5,14.5,34.5,4.5,4.5,24.5,"PG-13",0,0,0,0,0,0,0
"Blind Faith",1998,122,-1,6.6,120,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Blind Heat",2002,95,-1,2.9,20,24.5,14.5,24.5,4.5,14.5,4.5,0,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blind Horizon",2003,99,5100000,5.5,801,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blink of an Eye",1999,97,-1,4.7,51,0,14.5,24.5,4.5,24.5,4.5,4.5,4.5,0,4.5,"R",0,0,0,1,0,0,0
"Bliss",1997,103,-1,5.8,478,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Blonde Heaven",1995,80,-1,3.4,70,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blondes Have More Guns",1995,90,-1,4.2,45,24.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blood & Donuts",1995,89,-1,5.2,234,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Blood Dolls",1999,84,-1,3.4,241,24.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blood Feast 2: All U Can Eat",2002,99,-1,4.9,145,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Blood Money",1996,90,-1,2.8,37,24.5,14.5,24.5,4.5,14.5,0,0,0,4.5,4.5,"R",0,0,0,0,0,0,0
"Blood Oranges, The",1997,93,-1,4,91,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood Work",2002,110,5e+07,6.3,5965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood and Wine",1996,101,2.6e+07,6,2134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Blood for Dracula",1974,106,-1,5.4,751,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Blood of the Hunter",1995,93,-1,4.2,59,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"PG-13",0,0,0,0,0,0,0
"Blood of the Innocent",1994,95,-1,4.1,78,14.5,14.5,4.5,14.5,24.5,24.5,4.5,4.5,0,4.5,"R",1,0,0,0,0,0,0
"Blood, Guts, Bullets and Octane",1998,87,7300,5.3,285,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Bloodfist VIII: Trained to Kill",1996,85,-1,2.6,34,14.5,14.5,4.5,24.5,4.5,4.5,14.5,4.5,0,14.5,"R",0,0,0,0,0,0,0
"Bloodletting, The",2004,87,-1,5.6,5,44.5,0,0,0,0,0,0,44.5,0,24.5,"R",0,0,0,0,0,0,0
"Bloodmoon",1997,102,-1,4.1,86,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Bloodsport 2",1996,71,-1,4.3,274,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Bloody Mallory",2002,94,-1,4.1,167,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Bloody Sunday",2002,107,5e+06,7.6,2388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bloom",2003,113,-1,4.2,58,14.5,4.5,14.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,"R",0,0,0,1,0,1,0
"Blow",2001,124,3e+07,7.1,18670,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Blow Dry",2001,87,-1,6.1,1611,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Blowback",2000,91,-1,4.3,201,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Blue Car",2002,96,-1,7,819,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Blue Collar Comedy Tour: The Movie",2003,105,-1,7.6,804,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"PG-13",0,0,1,0,1,0,0
"Blue Crush",2002,104,3e+07,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Blue Diner, The",2001,100,-1,5.8,51,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,0,0
"Blue Hawaii",1961,102,-1,5.3,682,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Blue Hill Avenue",2001,120,1200000,6.6,85,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Blue Juice",1995,90,-1,5.1,574,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Blue Moon",2000,89,-1,5.1,70,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Blue Ridge Fall",1999,105,-1,4.9,92,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Blueberry",2004,124,-1,5.2,1256,14.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Blues Brothers 2000",1998,123,2.8e+07,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Boat Trip",2002,97,2e+07,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Bobby G. Can't Swim",1999,89,-1,6.2,98,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Bobby Jones, Stroke of Genius",2004,120,-1,6.2,490,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Boca a boca",1995,106,-1,6.8,375,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Bodily Harm",1995,91,-1,4.7,93,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Body Shots",1999,106,-1,4.9,1805,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Body and Soul",1998,91,-1,3.6,53,24.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,0,4.5,"R",0,0,0,0,0,0,0
"Body of Influence 2",1996,87,1200000,3.4,44,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Body, The",2001,109,-1,5.3,1646,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Bodywork",1999,92,-1,4.8,52,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Bogus",1996,110,3.2e+07,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"Boiler Room",2000,118,9e+06,6.8,8586,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Boksuneun naui geot",2002,121,-1,7.6,1325,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Bold Affair, A",1998,99,-1,4.1,71,14.5,14.5,14.5,4.5,24.5,14.5,4.5,4.5,0,4.5,"R",0,0,0,0,0,0,0
"Bollywood/Hollywood",2002,105,-1,6.1,593,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Bom yeoreum gaeul gyeoul geurigo bom",2003,103,-1,8.2,2829,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Bombshell",1996,98,-1,4.3,65,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Bon voyage",2003,115,2e+07,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Bone Collector, The",1999,118,4.8e+07,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bone Daddy",1998,90,-1,5.3,371,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bone Snatcher, The",2003,96,6e+06,4.1,400,14.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bones",2001,96,1.6e+07,4.2,1418,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Bongwater",1997,97,-1,4.5,458,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Boogeyman",2005,89,2e+07,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Boogie Boy",1998,104,-1,5,203,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Boogie Nights",1997,156,1.5e+07,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Book of Love",1990,82,-1,5.1,199,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Book of Love",2004,83,-1,2.9,134,4.5,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"Book of Mormon Movie, Volume 1: The Journey, The",2003,120,2e+06,3.4,142,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"Book of Shadows: Blair Witch 2",2000,90,1.5e+07,4.2,6532,14.5,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Bookies",2003,88,-1,5.5,208,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Boondock Saints, The",1999,110,-1,7.7,17935,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",1,0,0,1,0,0,0
"Boot, Das",1981,216,1.4e+07,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Bootmen",2000,95,-1,6,465,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Booty Call",1997,79,-1,4.9,1401,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Bor lei jun",1999,99,-1,5.3,1421,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,1,0
"Bordello of Blood",1996,72,-1,4.6,2187,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Boricua's Bond",2000,105,-1,3.8,78,24.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Born Bad",1999,88,-1,5.1,92,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,34.5,"R",0,0,0,1,0,0,0
"Born Free",1966,95,-1,6.9,763,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Born Into Brothels: Calcutta's Red Light Kids",2004,85,-1,7.8,366,4.5,4.5,4.5,0,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,0,1,0,0
"Born Romantic",2000,96,-1,6.2,406,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Born Wild",1995,91,-1,4.4,16,0,24.5,24.5,4.5,4.5,14.5,14.5,0,0,4.5,"PG",0,0,0,1,0,0,0
"Borrowers, The",1997,89,2.9e+07,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Bossa Nova",2000,95,-1,6.6,630,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Boston Kickout",1995,110,-1,5.7,113,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Botte di Natale",1994,107,-1,5,201,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,24.5,"PG",0,0,1,0,0,0,0
"Bounce",2000,106,3.5e+07,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Bound",1996,109,4500000,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,1,0
"Bounty Hunters",1997,98,-1,4.9,76,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,0,4.5,"R",1,0,0,1,0,0,0
"Bourne Identity, The",2002,119,7.5e+07,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",1,0,0,1,0,0,0
"Bourne Supremacy, The",2004,108,7.5e+07,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,0,1,0,0,0
"Bowfinger",1999,97,5.5e+07,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Bowling for Columbine",2002,120,4e+06,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,1,1,1,0,0
"Box of Moon Light",1996,112,-1,6.9,1433,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Boxer, The",1997,113,-1,6.9,2375,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Boy Called Hate, A",1996,97,-1,4.8,89,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Boys",1996,86,-1,4.6,915,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"Boys Club, The",1997,91,-1,6,353,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,34.5,"R",0,0,0,1,0,0,0
"Boys Don't Cry",1999,118,2e+06,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Boys On the Run",2001,97,-1,5.3,36,14.5,4.5,0,4.5,24.5,4.5,14.5,4.5,14.5,14.5,"R",1,0,0,0,0,1,0
"Boys and Girls",2000,94,1.6e+07,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Boys of 2nd Street Park, The",2003,91,-1,7.2,38,4.5,0,0,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,1,0,0
"Boys, The",1998,86,-1,6.3,254,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Brady Bunch Movie, The",1995,90,1.2e+07,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Brassed Off",1996,107,-1,7.2,4974,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0
"Braveheart",1995,177,5.3e+07,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"Bravo Two Zero",1999,115,6500000,6.5,578,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0
"Bread and Roses",2000,110,-1,7,1172,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Bread, My Sweet, The",2001,105,6e+05,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0
"Break Up",1998,100,9e+06,5.1,393,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Break, The",1995,104,-1,4.9,81,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Breakaway",1996,95,-1,4,38,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Breakdown",1997,95,3.6e+07,6.7,7099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Breakfast of Champions",1999,110,1.2e+07,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Breakin' All the Rules",2004,85,-1,5,575,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0
"Breaking Free",1995,106,-1,6.3,79,0,0,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Breaking Up",1997,90,-1,4.5,648,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Breaking the Silence",1998,90,-1,2.9,41,45.5,4.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,"R",0,0,0,0,0,0,0
"Breaking the Waves",1996,158,-1,7.7,10494,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,1,0
"Breast Men",1997,96,-1,5.6,1171,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Breathing Room",1996,90,5e+05,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Breed, The",2001,91,4e+06,4.7,582,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Briar Patch",2003,103,-1,2.5,265,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Bride & Prejudice",2004,122,7e+06,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0
"Bride of Chucky",1998,89,2.5e+07,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Bride of the Wind",2001,99,1.2e+07,5.2,201,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Bridge of Dragons",1999,95,4e+06,3.7,373,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,1,0
"Bridges of Madison County, The",1995,135,2.2e+07,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0
"Bridget Jones's Diary",2001,97,2.6e+07,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
